X_coords,Y_coords,cellID,SKP_jan-mar,SKP_apr-jun,SKP_jul-sep,SKP_oct-dec
-20.5,-36.5,822,0.032210561958111575,0.01654384809651335,0.014861198787185214,0.023127063879747382
80.5,-36.5,922,0.009665836623179111,NA,NA,0.011680009394286092
81.5,-36.5,923,0.01003648936380633,NA,NA,0.010198222935985157
82.5,-36.5,924,0.010009012740108065,NA,NA,0.009998485920239704
83.5,-36.5,925,0.010004603610981972,NA,NA,0.009864483443802714
84.5,-36.5,926,0.010069761910009965,NA,NA,0.00998198263004131
85.5,-36.5,927,0.010591241401478995,NA,NA,0.009983888308346534
86.5,-36.5,928,0.010644409504921055,NA,NA,0.010400351270337926
87.5,-36.5,929,0.010703616361859061,NA,NA,0.01100387926305362
88.5,-36.5,930,0.011339278781393966,NA,NA,0.012050127542467601
89.5,-36.5,931,0.01142722016942656,NA,NA,0.011455333579312662
-99.5,-35.5,989,0.033370000325634946,NA,NA,0.01606201893802787
-98.5,-35.5,990,0.03138921188601403,NA,NA,0.01697018404679949
-97.5,-35.5,991,0.034093176443256615,NA,NA,0.019051538705595405
-96.5,-35.5,992,0.03193687045455684,NA,NA,0.021428428043352436
-95.5,-35.5,993,0.027218210109199354,NA,NA,0.02018489267832079
-94.5,-35.5,994,0.02557360130713572,NA,NA,0.017385098191082204
-93.5,-35.5,995,0.01888310836820124,NA,NA,0.01465283271901859
-92.5,-35.5,996,0.018287026523410566,NA,NA,0.012370150793516704
-91.5,-35.5,997,0.017976097120341383,NA,NA,0.011547507410333868
-90.5,-35.5,998,0.018001994276594793,NA,NA,0.012686161320912817
-79.5,-35.5,1009,0.018706890629065567,NA,NA,NA
-78.5,-35.5,1010,0.01754754541898062,NA,NA,NA
-77.5,-35.5,1011,0.017068156120012175,NA,NA,NA
-76.5,-35.5,1012,0.01831826384617198,NA,NA,NA
-75.5,-35.5,1013,0.015671987442794952,NA,NA,NA
-74.5,-35.5,1014,0.01485128086258779,NA,NA,NA
-73.5,-35.5,1015,0.011181420893601869,NA,NA,NA
-72.5,-35.5,1016,0.014010857699478265,NA,NA,NA
-71.5,-35.5,1017,0.013802168438951644,NA,NA,NA
-70.5,-35.5,1018,0.01250047098756062,NA,NA,NA
-69.5,-35.5,1019,0.011720450067706238,NA,NA,0.01138255403738005
-68.5,-35.5,1020,0.01749572720320158,NA,NA,0.013434788228693775
-67.5,-35.5,1021,0.03760172530372185,NA,NA,0.020697913028040065
-66.5,-35.5,1022,0.05857292700504236,NA,NA,0.027294861817037212
-65.5,-35.5,1023,0.05059311630217227,NA,NA,0.029409991226005204
-64.5,-35.5,1024,0.08302421428478039,NA,NA,0.03211978168378248
-63.5,-35.5,1025,0.04689526050385676,NA,NA,0.02844003596210596
-62.5,-35.5,1026,0.07136299066695198,NA,NA,0.03187161303926076
-61.5,-35.5,1027,0.0726927848019905,NA,NA,0.03408304177285519
-60.5,-35.5,1028,0.06637698564603624,NA,NA,0.03716850646248518
-29.5,-35.5,1045,0.19829759378297268,0.04641575026955497,0.06548043740247361,0.1792605967614613
-28.5,-35.5,1046,0.08415738050520098,0.051966169055844245,0.03404538037655299,0.04619484998955805
-27.5,-35.5,1047,0.04761835023304011,0.030578701474510188,0.025598505967155457,0.039991821004329825
-26.5,-35.5,1048,0.031242595614358708,0.020671850178991123,0.013535551800486326,0.06188066143758612
