X_coords,Y_coords,cellID,YFT_jan-mar,YFT_apr-jun,YFT_jul-sep,YFT_oct-dec
-67.5,-36.5,785,0.010337032309282231,NA,NA,0.01061499398158961
-66.5,-36.5,786,0.015016316718075729,NA,NA,0.011472273452055282
-65.5,-36.5,787,0.02307253486482855,NA,NA,0.010575619097727949
-64.5,-36.5,788,0.016864904030532334,NA,NA,0.012313540098541655
-63.5,-36.5,789,0.01961742298893452,NA,NA,0.01202003479262899
-62.5,-36.5,790,0.021695777711794328,NA,NA,0.009872814137895132
-61.5,-36.5,791,0.019657372559714496,NA,NA,0.01577551120470441
-60.5,-36.5,792,0.014943870760048775,NA,NA,0.012697117059996406
-29.5,-36.5,813,0.06467586609988438,0.012973637356519262,0.00744556806628791,0.029166918737418616
-28.5,-36.5,814,0.03003443763872896,0.014071936645495288,0.00871224824223613,0.017584836043466754
-27.5,-36.5,815,0.023435447575033436,0.00942118897706512,0.008331743079779186,0.0202857217058014
-26.5,-36.5,816,0.023236589916622162,0.009503706406628397,0.009125952951890018,0.018393343668011816
-25.5,-36.5,817,0.017014837375115076,0.010325531643528157,0.009347566396277634,0.015782670499489417
-24.5,-36.5,818,0.01603929510359626,0.00921379797400428,0.008691028766098225,0.014746582359450512
-23.5,-36.5,819,0.014835370413226613,0.00845670016009058,0.01084238986503612,0.012753076032485034
-22.5,-36.5,820,0.014973422557752039,0.009094173837781772,0.008211373518985302,0.016030773366560173
-21.5,-36.5,821,0.014887941140745391,0.007647292990115762,0.00923019048839912,0.014508255741420853
-20.5,-36.5,822,0.013856734936459085,0.006896842349977613,0.007943401170342979,0.013308747521366933
80.5,-36.5,922,0.014368153269376975,NA,NA,0.015681453106488576
81.5,-36.5,923,0.01620827521476549,NA,NA,0.014217244791275379
82.5,-36.5,924,0.017508751972202367,NA,NA,0.013722397236530818
83.5,-36.5,925,0.019418957552351967,NA,NA,0.013472389777709412
84.5,-36.5,926,0.019270080936449697,NA,NA,0.013787097082561456
85.5,-36.5,927,0.01902405288453954,NA,NA,0.013466842964308313
86.5,-36.5,928,0.018347468182873552,NA,NA,0.013422367720679857
87.5,-36.5,929,0.017188919609317607,NA,NA,0.013363105567093797
88.5,-36.5,930,0.019582613187826014,NA,NA,0.014625029621188078
89.5,-36.5,931,0.02306992249276041,NA,NA,0.014308596493479977
-99.5,-35.5,989,0.06823907817168653,NA,NA,0.036388412438846086
-98.5,-35.5,990,0.060408049781747075,NA,NA,0.03297360214799696
-97.5,-35.5,991,0.06567558543902391,NA,NA,0.03872141684037749
-96.5,-35.5,992,0.058951406132066356,NA,NA,0.0364607001547016
-95.5,-35.5,993,0.04267050606793535,NA,NA,0.02802777447744411
-94.5,-35.5,994,0.04134385644167772,NA,NA,0.02558964659283808
-93.5,-35.5,995,0.03197278164364559,NA,NA,0.021770214491212195
-92.5,-35.5,996,0.02834095004906963,NA,NA,0.021775162488874133
-91.5,-35.5,997,0.022744405262169577,NA,NA,0.01793723873245686
-90.5,-35.5,998,0.023033181479695478,NA,NA,0.015437231839910893
-79.5,-35.5,1009,0.0223170310603629,NA,NA,NA
-78.5,-35.5,1010,0.020711914476905825,NA,NA,NA
-77.5,-35.5,1011,0.022358909486438063,NA,NA,NA
-76.5,-35.5,1012,0.01714482181702907,NA,NA,NA
-75.5,-35.5,1013,0.015843279657923398,NA,NA,NA
-74.5,-35.5,1014,0.017897476578324516,NA,NA,NA
-73.5,-35.5,1015,0.014168928777123212,NA,NA,NA
-72.5,-35.5,1016,0.011478216008851985,NA,NA,NA
-71.5,-35.5,1017,0.008144156278004733,NA,NA,NA
-70.5,-35.5,1018,0.009369856992958822,NA,NA,NA
-69.5,-35.5,1019,0.01006676860072647,NA,NA,0.009589298345880315
-68.5,-35.5,1020,0.01889001916851701,NA,NA,0.009906669725147959
-67.5,-35.5,1021,0.019247451723029472,NA,NA,0.00872870723378871
