Sc_name,C_name,Code,Taxo_group,Tribe,Genera,Stock_name,Ocean,Ocean_region,Country,Local_area,Area,Lat,Lon,Period_study,Startyear_study,Finalyear_study,Total_size,Sex,Lmax,Wmax,Growth_size,Linf,k,to,Growth_method,Tmax,Tmax_Taylor,Maturity_size,Lm,Lm50,Tm,Tm50,Fecundity_methods,Fecundity_size,Fmeanbatch,Oocytes_gram,Fecundity_equation,Fecundity_slope,Fecundity_Lm50,Spawning_freq,Spawning_season,Spawning_duration,Size_eggs,WL_size,WL_a,WL_b,WL_units,Source,Source_label,Source_format
Thunnus albacares,Yellowfin tuna,YFT,Tunas,Thunnini,Thunnus,Western Pacific stock,Pacific,Western,Philippines,Labuan,"Western Pacific Ocean (Labuan, Philippines)",NA,NA,1979-1982,1979,1982,NA,B,NA,NA,NA,179,0.29,NA,Size-frequency,NA,10.34482759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,White1982,616,pdf
Thunnus albacares,Yellowfin tuna,YFT,Tunas,Thunnini,Thunnus,Eastern Pacific stock,Pacific,Eastern,NA,Northern of the equador and eastern of 137Œ_ W,Eastern Pacific Ocean ,NA,NA,1977,1977,1977,101,B,NA,NA,101,192.4,0.564,1.535,Otoliths,NA,6.854148936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wild1986,618,paper
Thunnus albacares,Yellowfin tuna,YFT,Tunas,Thunnini,Thunnus,Eastern Pacific stock,Pacific,Eastern,NA,Northern of the equador and eastern of 137Œ_ W,Eastern Pacific Ocean ,NA,NA,1978,1978,1978,17,B,NA,NA,17,214.9,0.557,1.799,Otoliths,NA,7.184996409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wild1986,618,paper
Thunnus albacares,Yellowfin tuna,YFT,Tunas,Thunnini,Thunnus,Eastern Pacific stock,Pacific,Eastern,NA,Northern of the equador and eastern of 137Œ_ W,Eastern Pacific Ocean ,NA,NA,1979,1979,1979,78,B,NA,NA,78,194.3,0.596,1.526,Otoliths,NA,6.559557047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wild1986,618,paper
Thunnus albacares,Yellowfin tuna,YFT,Tunas,Thunnini,Thunnus,Eastern Pacific stock,Pacific,Eastern,NA,Northern of the equador and eastern of 137Œ_ W,Eastern Pacific Ocean ,1,-119,1977-1979,1977,1979,196,BB,170,NA,196,188.2,0.724,1.825,Otoliths,4.8,5.968646409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,1.39E-05,3.086,W in kg and FL in cm,Wild1986,618,paper
Thunnus albacares,Yellowfin tuna,YFT,Tunas,Thunnini,Thunnus,Eastern Pacific stock,Pacific,Eastern,NA,Northern of the equador and eastern of 137Œ_ W,Eastern Pacific Ocean ,NA,NA,1977-1979,1977,1979,59,FF,142.5,NA,NA,184.2,0.591,1.427,Otoliths,3.5,6.503142132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wild1986,618,paper
Thunnus albacares,Yellowfin tuna,YFT,Tunas,Thunnini,Thunnus,Eastern Pacific stock,Pacific,Eastern,NA,Northern of the equador and eastern of 137Œ_ W,Eastern Pacific Ocean ,NA,NA,1977-1979,1977,1979,103,MM,167.6,NA,NA,194.7,0.617,1.585,Otoliths,4.8,6.447236629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wild1986,618,paper
Thunnus albacares,Yellowfin tuna,YFT,Tunas,Thunnini,Thunnus,Western Pacific stock,Pacific,Western,Japan,Pacific coast of Japan,Western Pacific Ocean (Japan),NA,NA,1953-1955,1953,1955,50000,B,150,NA,50000,168.9,0.564,-0.62,Size-frequency,NA,4.699148936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yabuta1957,627,pdf
Thunnus albacares,Yellowfin tuna,YFT,Tunas,Thunnini,Thunnus,Western Pacific stock,Pacific,Western,NA,Equatorial Pacific Ocean,Equatorial Pacific Ocean,NA,NA,1950-1957,1950,1957,110000,B,150,NA,110000,150.16,0.663,-1.03,Size-frequency,4.5,3.494886878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yabuta1959,628,pdf
Thunnus albacares,Yellowfin tuna,YFT,Tunas,Thunnini,Thunnus,Western Pacific stock,Pacific,Western,NA,Western Pacific Ocean,Western Pacific Ocean,NA,NA,1956-1959,1956,1959,2087,B,161,NA,1000,190,0.33,0,Scales,NA,9.090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yabuta1960,629,pdf
Thunnus albacares,Yellowfin tuna,YFT,Tunas,Thunnini,Thunnus,Western Pacific stock,Pacific,NA,NA,Pacific Ocean,Pacific Ocean,NA,NA,1964-1965,1964,1965,210,B,139.2,NA,200,195.2,0.178,NA,Scales,NA,16.85393258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yang1969,632,paper
Thunnus albacares,Yellowfin tuna,YFT,Tunas,Thunnini,Thunnus,Eastern Pacific stock,Pacific,Eastern,NA,Eastern tropical Pacific Ocean,Eastern tropical Pacific Ocean,NA,NA,2006,2006,2006,443,B,167,NA,443,175.9,0.52,0.19,Size-frequency,6,5.959230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zhu2011,706,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,Southwest coast of Cuba,Northwest Atlantic Ocean (Southwest coast of Cuba),21.1,-83.4,1990s,1990,1999,19,BF,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unreliable fecundity estimates,NA,NA,NA,NA,NA,NA,NA,Apr-Sep,5,NA,NA,NA,NA,NA,Bíçez-Hidalgo1994,33,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,North central coast of Cuba,Northwest Atlantic Ocean (North central coast of Cuba),23.2,-79.5,1990s,1990,1999,19,BF,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unreliable fecundity estimates,NA,NA,NA,NA,NA,NA,NA,Apr-Sep,5,NA,NA,NA,NA,NA,Bíçez-Hidalgo1994,33,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,USA,Southern coast of Florida,"Northwest Atlantic Ocean (Southern coast of Florida, USA)",24.1,-80.5,1967-1968,1967,1968,347,B,87,11.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,1.81E-05,3.02838,W in kg and FL in cm,Beardsley1970,50,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,Northeast coast of Cuba,Northwest Atlantic Ocean (Northeast coast of Cuba),22.5,-78.1,1970s,1970,1979,1760,B,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760,0.02618,2.9664,W in g and L in mm,Carles-Martí_n1971,87,paper
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,Western coast of Cuba,Western Atlantic Ocean (Western coast of Cuba),21.4,-85.3,1972,1972,1972,9130,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carles1975,88,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,Western coast of Cuba,Northwest Atlantic Ocean (Western coast of Cuba),21.4,-85.3,1970-1971,1970,1971,15180,B,64,NA,231,78.5,0.33,-1.57,Vertebrae,4,7.520909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carles1975,86,paper
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Northwest Atlantic stock?,Atlantic,Northwest,Bermuda,Bermuda,Northwest Atlantic Ocean (Bermuda),31.4,-64.4,NA,NA,NA,NA,B,100,19.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collette1983,122,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Brazil stock?,Atlantic,Southwest,Brazil,"Baia Formosa, Rio Grande do Norte","Southwest Atlantic Ocean (Rio Grande do Norte, Brazil)",-7.3,-34.2,1964-1965,1964,1964,NA,B,75.29438761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,da-Cruz1964,135,paper
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Martinique ,Martinique Island,Northwest Atlantic Ocean (Martinique),14.3,-61.1,1998,1998,1998,NA,B,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Doray2004,169,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Martinique ,Martinique Island,Northwest Atlantic Ocean (Martinique),14.3,-61.1,1998-2002,1998,2002,426,B,68,NA,76,71.4,0.22,-0.22,Otoliths,2.73,13.41636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Doray2004,169,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Brazil stock?,Atlantic,Southwest,Brazil,"Baia Formosa, Rio Grande do Norte","Southwest Atlantic Ocean (Rio Grande do Norte, Brazil)",-7.3,-34.2,1996-1997,1996,1997,5316,B,87,10,5316,92,0.65,0,Size-frequency,NA,4.615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617,3.00E-05,2.8569,Gutted W in kg and FL in cm,Freire2005,200,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Brazil stock?,Atlantic,Southwest,Brazil,"Baia Formosa, Rio Grande do Norte","Southwest Atlantic Ocean (Rio Grande do Norte, Brazil)",-7.3,-34.2,1996-1997,1996,1997,5316,BB,87,10,NA,NA,NA,NA,NA,NA,NA,655,NA,51.31694656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617,3.00E-05,2.8569,Gutted W in kg and FL in cm,Freire2005,200,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Brazil stock?,Atlantic,Southwest,Brazil,"Baia Formosa, Rio Grande do Norte","Southwest Atlantic Ocean (Rio Grande do Norte, Brazil)",-7.3,-34.2,1996-1997,1996,1997,237,FF,72.5,5.5,NA,NA,NA,NA,NA,NA,NA,223,NA,49.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct-Sep,2,NA,NA,4.00E-05,2.7268,Gutted W in kg and FL in cm,Freire2005,200,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Brazil stock?,Atlantic,Southwest,Brazil,"Baia Formosa, Rio Grande do Norte","Southwest Atlantic Ocean (Rio Grande do Norte, Brazil)",-7.3,-34.2,1996-1997,1996,1997,458,MM,86,9.5,NA,NA,NA,NA,NA,NA,NA,432,NA,52.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00E-05,2.8837,Gutted W in kg and FL in cm,Freire2005,200,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Brazil stock?,Atlantic,Southwest,Brazil,Central Brazilian coast in The Royal Charlotte Bank and Abrolhos Bank,Southwest Atlantic Ocean (Central Brazilian coast),-16.8,-38,1993-2000,1993,2000,130,B,90,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,0.125,2.551,W in g and FL in cm,Frota2004,201,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,Southwest coast of Cuba,Northwest Atlantic Ocean (Southwest coast of Cuba),21.2,-83.4,1979,1979,1979,1066,BB,NA,NA,1066,55.9,0.4,-1.8,Spines,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garcia-Coll1984,204,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,Southwest coast of Cuba,Northwest Atlantic Ocean (Southwest coast of Cuba),21.2,-83.4,1979,1979,1979,299,FF,NA,NA,299,54.3,0.43,-1.7,Spines,NA,5.276744186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,0.0131,3.12,W in g and FL in cm,Garcia-Coll1984,204,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,Southwest coast of Cuba,Northwest Atlantic Ocean (Southwest coast of Cuba),21.2,-83.4,1979,1979,1979,417,MM,NA,NA,417,56.3,0.41,-1.7,Spines,NA,5.617073171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417,0.0154,3.08,W in g and FL in cm,Garcia-Coll1984,204,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,Northwest coast of Cuba,Northwest Atlantic Ocean (Northwest coast of Cuba),23.7,-80.81,1983-1984,1983,1984,416,B,NA,NA,416,59.82,0.33,-4.4221,Spines,4,4.668809091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garcí_a-Coll1986,205,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,La Coloma,"Northwest Atlantic Ocean (La Coloma, Cuba)",20.5,-83.4,1979,1979,1979,232,BB,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,0.02061,2.9890106,W in g and FL in cm,Garcí_a-Coll1987,206,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,La Coloma,"Northwest Atlantic Ocean (La Coloma, Cuba)",20.5,-83.4,1980,1980,1980,251,BB,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,0.02259,2.9766124,W in g and FL in cm,Garcí_a-Coll1987,206,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,La Coloma,"Northwest Atlantic Ocean (La Coloma, Cuba)",20.5,-83.4,1981,1981,1981,314,BB,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,0.12588,2.5573158,W in g and FL in cm,Garcí_a-Coll1987,206,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,La Coloma,"Northwest Atlantic Ocean (La Coloma, Cuba)",20.5,-83.4,1979,1979,1979,101,FF,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,0.0166,3.0439828,W in g and FL in cm,Garcí_a-Coll1987,206,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,La Coloma,"Northwest Atlantic Ocean (La Coloma, Cuba)",20.5,-83.4,1980,1980,1980,159,FF,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,0.01833,3.0304669,W in g and FL in cm,Garcí_a-Coll1987,206,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,La Coloma,"Northwest Atlantic Ocean (La Coloma, Cuba)",20.5,-83.4,1981,1981,1981,125,FF,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,0.27257,2.3553131,W in g and FL in cm,Garcí_a-Coll1987,206,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,La Coloma,"Northwest Atlantic Ocean (La Coloma, Cuba)",20.5,-83.4,1979,1979,1979,131,MM,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,0.02268,2.9654039,W in g and FL in cm,Garcí_a-Coll1987,206,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,La Coloma,"Northwest Atlantic Ocean (La Coloma, Cuba)",20.5,-83.4,1980,1980,1980,92,MM,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,0.02353,2.9668614,W in g and FL in cm,Garcí_a-Coll1987,206,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,La Coloma,"Northwest Atlantic Ocean (La Coloma, Cuba)",20.5,-83.4,1981,1981,1981,189,MM,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,0.09966,2.6193411,W in g and FL in cm,Garcí_a-Coll1987,206,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,La Coloma and Pinar del Rio,Northwest Atlantic Ocean (Southwest coast of Cuba),21.2,-83.4,1979,1979,1979,2293,B,73,NA,NA,55.9,0.4,-1.7429,Spines,5,5.7571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garcí_a-Coll1988,207,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,La Coloma and Pinar del Rio,Northwest Atlantic Ocean (Southwest coast of Cuba),21.2,-83.4,1980,1980,1980,1440,B,65,NA,NA,75.6,0.098,-6.3074,Spines,5,24.3048449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garcí_a-Coll1988,207,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,La Coloma and Pinar del Rio,Northwest Atlantic Ocean (Southwest coast of Cuba),21.2,-83.4,1981,1981,1981,405,B,65,NA,NA,58.3,0.22,-4.3588,Spines,5,9.277563636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garcí_a-Coll1988,207,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,La Coloma and Pinar del Rio,Northwest Atlantic Ocean (Southwest coast of Cuba),21.2,-83.4,1982,1982,1982,680,B,73,NA,NA,64.4,0.22,-3.7731,Spines,5,9.863263636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garcí_a-Coll1988,207,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,La Coloma and Pinar del Rio,Northwest Atlantic Ocean (Southwest coast of Cuba),21.2,-83.4,1983,1983,1983,NA,B,NA,NA,NA,54.4,0.5,-1.6631,Spines,5,4.3369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garcí_a-Coll1988,207,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Trinidad and Tobago,Tobago,Northwest Atlantic Ocean (Trinidad and Tobago),11.3,-60.3,2004,2004,2004,284,BB,92,13.1,NA,NA,NA,NA,NA,NA,NA,284,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Headley2005,251,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Trinidad and Tobago,Tobago,Northwest Atlantic Ocean (Trinidad and Tobago),11.3,-60.3,2004,2004,2004,90,FF,87,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,7.00E-05,2.6988,W in kg and FL in cm,Headley2005,251,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Trinidad and Tobago,Tobago,Northwest Atlantic Ocean (Trinidad and Tobago),11.3,-60.3,2004,2004,2004,183,MM,92,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,6.00E-05,2.7088,W in kg and FL in cm,Headley2005,251,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,General,Atlantic,Northwest,USA,"Marathon, Florida","Northwest Atlantic Ocean (Southern coast of Florida, USA)",24.1,-80.5,NA,NA,NA,NA,B,104.14,22.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IGFA2011,267,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Brazil stock?,Atlantic,Southwest,Brazil,"Baia Formosa, Rio Grande do Norte","Southwest Atlantic Ocean (Rio Grande do Norte, Brazil)",-7.3,-34.2,1963,1963,1963,94,BF,75.29438761,NA,NA,NA,NA,NA,NA,NA,NA,35,50,NA,NA,NA,Unreliable fecundity estimates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monte1964,392,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,Cuba,Northwest Atlantic Ocean (Cuba),22.5,-78.1,1960s,1960,1969,875,B,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875,0.01376,3.10404,W in g and TL in cm,Suarez-Caabro1961,560,paper
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Martinique ,Martinique Island,Northwest Atlantic Ocean (Martinique),14.3,-61.1,1995-1997,1995,1997,219,B,82,8.0325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taquet2000,578,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Caribbean stock?,Atlantic,Northwest,Cuba,Southwest coast of Cuba,Northwest Atlantic Ocean (Southwest coast of Cuba),21.2,-83.4,1988 -1990,1988,1990,418,B,73,6.574940606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,All year [peak:Jun-Sep],12,NA,418,8.26E-05,2.6302,W in kg and FL in cm,Valle-Gí_mez1992,589,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Brazil stock?,Atlantic,Southwest,Brazil,Rio Grande do Norte,"Southwest Atlantic Ocean (Rio Grande do Norte, Brazil)",-7.3,-34.2,1977,1977,1977,543,BB,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543,1.18E-08,3.116,W in kg and FL in cm,Vasconcelos1980,591,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Brazil stock?,Atlantic,Southwest,Brazil,Rio Grande do Norte,"Southwest Atlantic Ocean (Rio Grande do Norte, Brazil)",-7.3,-34.2,1977,1977,1977,213,FF,71.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,7.54E-09,3.222,W in kg and FL in cm,Vasconcelos1980,591,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Brazil stock?,Atlantic,Southwest,Brazil,Rio Grande do Norte,"Southwest Atlantic Ocean (Rio Grande do Norte, Brazil)",-7.3,-34.2,1977,1977,1977,330,MM,81.5,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,1.24E-08,3.107,W in kg and FL in cm,Vasconcelos1980,591,pdf
Thunnus atlanticus,Blackfin tuna,BLF,Tunas,Thunnini,Thunnus,Brazil stock?,Atlantic,Southwest,Brazil,Southern coast of Rio Grande do Norte,"Southwest Atlantic Ocean (Rio Grande do Norte, Brazil)",-7.3,-34.2,2000-2001,2000,2001,632,BB,80.55301654,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.60534893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0128,3.0165,W in g and TL in cm,Vieira2005,593,pdf
